"Module","Subtopics","Description","Video Links","Interview Questions"
"EDA Techniques","Multivariate Analysis","Analyzing relationships between multiple variables.","https://www.youtube.com/watch?v=_r9bNSdZhyE; https://www.youtube.com/watch?v=wtljY1Khz4w; https://www.youtube.com/watch?v=EBFvMrO2B8I","Perform multivariate analysis on a loan dataset","1. What is multivariate analysis?; 2. What are the common techniques used in multivariate analysis?; 3. What is the role of PCA in multivariate analysis?; 4. What is the difference between multivariate and bivariate analysis?; 5. How do you visualize multivariate relationships?; 6. What is the role of heatmaps in multivariate analysis?; 7. What is multicollinearity?; 8. What is factor analysis?; 9. How do you interpret multivariate scatter plots?; 10. What is dimensionality reduction?"
"EDA Techniques","Feature Engineering","Creating new features to improve model performance.","https://www.youtube.com/watch?v=ZB94EjI6W2M; https://www.youtube.com/watch?v=3kCfWTAjhhA; https://www.youtube.com/watch?v=GiCxWmyeAdI","Perform feature engineering on a marketing dataset","1. What is feature engineering?; 2. Why is feature engineering important?; 3. What is one-hot encoding?; 4. What is label encoding?; 5. What is the role of scaling in feature engineering?; 6. What is polynomial feature generation?; 7. What is feature extraction?; 8. How do you handle categorical variables?; 9. What is the role of domain knowledge in feature engineering?; 10. How do you evaluate feature importance?"
"EDA Visualization","Data Visualization in EDA","Visualizing data patterns and trends.","https://www.youtube.com/watch?v=Zua7_9aQ57s; https://www.youtube.com/watch?v=E0h_Gv_bTzI; https://www.youtube.com/watch?v=UBnFMHq6Brc","Visualize a sales dataset using Seaborn and Matplotlib","1. What is data visualization?; 2. What is the role of visualization in EDA?; 3. What are the common visualization techniques?; 4. What is the difference between line plot and scatter plot?; 5. How do you create a bar chart in Python?; 6. What is the role of Matplotlib in data visualization?; 7. What is Seaborn used for?; 8. How do you interpret a box plot?; 9. What is the difference between heatmap and correlation matrix?; 10. What are some best practices for data visualization?"
"EDA Visualization","Outlier Detection and Treatment","Identifying and handling outliers.","https://www.youtube.com/watch?v=5e7ZV5QgOnk; https://www.youtube.com/watch?v=6uTSmbvHIFY; https://www.youtube.com/watch?v=YuoXabjxJec","Detect and treat outliers in a financial dataset","1. What is an outlier?; 2. How do you detect outliers?; 3. What is the impact of outliers on model performance?; 4. What is the IQR method for outlier detection?; 5. What is Z-score?; 6. How do you visualize outliers?; 7. What is the role of box plots in outlier detection?; 8. How do you treat outliers?; 9. What is data trimming?; 10. What is winsorization?"
"Model Development and Deployment","Model Selection and Evaluation","Techniques to select the best-performing model using cross-validation, grid search, and random search.","https://www.youtube.com/watch?v=KzVrm0gkQJk; https://www.youtube.com/watch?v=ZzQK70R3e2E; https://www.youtube.com/watch?v=FqPz3E1dC6E; https://www.youtube.com/watch?v=jc2IthslyzM","Implement cross-validation on multiple ML models using Scikit-Learn and compare performance metrics.","1. What is cross-validation in model selection?; 2. How does Grid Search differ from Random Search?; 3. What is overfitting and how do you prevent it?; 4. What is the purpose of hyperparameter tuning?; 5. How do you measure the accuracy of a classification model?; 6. What is the ROC curve?; 7. What is the difference between precision and recall?; 8. What is the F1-score?; 9. How do you interpret confusion matrix results?; 10. What is AUC-ROC in model evaluation?"
"Model Development and Deployment","Model Deployment","Deploying ML models using Flask, FastAPI, and cloud services like AWS, Azure, and GCP.","https://www.youtube.com/watch?v=VdoTI9-9tK0; https://www.youtube.com/watch?v=dl00e4tM_bM; https://www.youtube.com/watch?v=AfLHZ3FI-xk; https://www.youtube.com/watch?v=JS7D8rD2sJ4","Deploy an ML model using Flask and expose it as an API endpoint.","1. What is model deployment?; 2. How do you create an API with Flask?; 3. What is the role of Docker in model deployment?; 4. How do you use FastAPI for model deployment?; 5. What is the difference between REST and GraphQL APIs?; 6. How do you containerize a model using Docker?; 7. What is serverless deployment?; 8. What are cloud deployment platforms?; 9. How do you monitor deployed models?; 10. What is CI/CD in model deployment?"

"Model Development and Deployment","Model Monitoring and Maintenance","Techniques for tracking model performance, identifying drift, and retraining models.","https://www.youtube.com/watch?v=8x4LV7uLXhU; https://www.youtube.com/watch?v=G09pC2XD6D0; https://www.youtube.com/watch?v=dp7pIskZB4w; https://www.youtube.com/watch?v=bVJmfK1o4r0","Create a script that logs and visualizes model performance over time using MLFlow.","1. What is model drift in machine learning?; 2. How do you monitor model performance in production?; 3. What is MLFlow?; 4. What are the key metrics for monitoring ML models?; 5. What is the difference between online and offline model monitoring?; 6. What is A/B testing in model deployment?; 7. How do you implement model retraining?; 8. What is the role of data versioning in monitoring?; 9. How do you handle performance degradation?; 10. What is continuous delivery in MLOps?"

"Data Engineering","Data Collection and Extraction","Collecting and extracting data from multiple sources, web scraping, and APIs.","https://www.youtube.com/watch?v=GjKQ6V_ViQE; https://www.youtube.com/watch?v=O6KhIquzP9E; https://www.youtube.com/watch?v=k9TUPpGqYTo; https://www.youtube.com/watch?v=0B5eIE_1vpU","Build a Python-based web scraper to extract product information from an e-commerce website.","1. What is data extraction?; 2. How do you scrape data from a website using BeautifulSoup?; 3. What are APIs and how do you interact with them in Python?; 4. What is the difference between REST and SOAP APIs?; 5. How do you handle pagination while scraping?; 6. What is the difference between JSON and XML data formats?; 7. What are the legal considerations for web scraping?; 8. How do you handle rate limiting in APIs?; 9. What is the purpose of headers in API requests?; 10. What is the difference between GET and POST methods in REST APIs?"

"Data Engineering","Data Transformation","Cleaning, normalizing, and transforming raw data into structured formats for analysis.","https://www.youtube.com/watch?v=E4HAYd0QnRc; https://www.youtube.com/watch?v=KHGGlozsRtA; https://www.youtube.com/watch?v=XC_zE0Q3nJk; https://www.youtube.com/watch?v=hqRkBuW0uNY","Clean and transform a messy dataset (CSV) into a structured format with missing values handled.","1. What is data transformation?; 2. How do you handle missing values in Pandas?; 3. What is the difference between normalization and standardization?; 4. What is data wrangling?; 5. How do you deal with duplicate data?; 6. What is feature scaling?; 7. What is the purpose of one-hot encoding?; 8. How do you handle categorical data in preprocessing?; 9. What is data imputation?; 10. What is the purpose of MinMaxScaler in Python?"


"Projects-Minor","Minor Project: Image Classification","Building an image classification model using Convolutional Neural Networks (CNN) to categorize images into different classes.","https://www.youtube.com/watch?v=WvoLTXIjBYU; https://www.youtube.com/watch?v=iaSUYvmCekI; https://www.youtube.com/watch?v=YynvjDrDd8k; https://www.youtube.com/watch?v=tPYj3fFJGjk","Create an image classifier using TensorFlow/Keras and deploy it on a web platform using Flask.","1. What is image classification?; 2. How do you build a CNN model?; 3. What is the role of convolution layers in CNN?; 4. What is the difference between pooling and convolution?; 5. How do you avoid overfitting in CNN?; 6. What is data augmentation in image classification?; 7. What are activation functions in CNN?; 8. How do you evaluate an image classifier?; 9. What is transfer learning in image classification?; 10. How do you deploy an image classifier on a web platform?"

"Projects-Minor","Minor Project: Customer Segmentation with K-Means","Developing a customer segmentation system using K-means clustering to group customers based on purchase behavior.","https://www.youtube.com/watch?v=4b5d3muPQmA; https://www.youtube.com/watch?v=2-iK0OoqF9w; https://www.youtube.com/watch?v=YX1Uhf8w5r8; https://www.youtube.com/watch?v=MsXFBMZxRLE","Use Python and Scikit-Learn to build a customer segmentation model with K-means clustering and visualize the clusters.","1. What is customer segmentation?; 2. How does K-means clustering work?; 3. What are the applications of clustering in data science?; 4. How do you determine the optimal number of clusters?; 5. What is the elbow method?; 6. What are the limitations of K-means clustering?; 7. How do you visualize clustering results?; 8. What is the silhouette score in clustering?; 9. How do you handle high-dimensional data in clustering?; 10. What are some real-world use cases of customer segmentation?"

"Projects-Minor","Minor Project: Time Series Forecasting","Building a time series forecasting model using ARIMA, Prophet, or LSTM to predict future trends.","https://www.youtube.com/watch?v=G4FzAQKek9Q; https://www.youtube.com/watch?v=K8nEuw7JJy0; https://www.youtube.com/watch?v=8AHeVZoIg3A; https://www.youtube.com/watch?v=EX_vFuA3_OA","Develop a time series forecasting model using Python (ARIMA or Prophet) and visualize the predictions.","1. What is time series forecasting?; 2. What are the common models used in time series forecasting?; 3. What is the difference between ARIMA and Prophet?; 4. How do you handle seasonality in time series data?; 5. What is the role of differencing in ARIMA?; 6. What is LSTM and how is it used in time series forecasting?; 7. How do you evaluate time series models?; 8. What is the difference between MAE and RMSE?; 9. What is the importance of lag in time series forecasting?; 10. How do you visualize time series predictions?"

"Projects-Major","Major Project: Predictive Analytics Platform","Building a predictive analytics platform that uses machine learning to forecast sales, customer behavior, or market trends.","https://www.youtube.com/watch?v=QnKnl7pnQRg; https://www.youtube.com/watch?v=HDg2Z4GmAbk; https://www.youtube.com/watch?v=H92yM9c35WU; https://www.youtube.com/watch?v=Eh91LwWtRMQ","Create a full-fledged predictive analytics platform using Python, Flask, and Scikit-Learn, incorporating real-time data visualization.","1. What is predictive analytics?; 2. How do you select the right model for predictive analytics?; 3. What are the common challenges in predictive analytics?; 4. How do you visualize predictions using Python?; 5. What is the role of time series forecasting in predictive analytics?; 6. What are the best practices for feature engineering?; 7. How do you handle missing data in large datasets?; 8. What is the difference between regression and classification models?; 9. What are the evaluation metrics used in predictive analytics?; 10. What is the importance of cross-validation in predictive modeling?"

"Projects-Major","Major Project: Sentiment Analysis on Social Media Data","Developing a sentiment analysis model that analyzes social media data (Twitter, Instagram, etc.) and classifies sentiments as positive, negative, or neutral.","https://www.youtube.com/watch?v=Xp19JkJgrfM; https://www.youtube.com/watch?v=o_OZdbCzHUA; https://www.youtube.com/watch?v=GSwNZn8Wwkg; https://www.youtube.com/watch?v=txMdrV1Ut64","Build a sentiment analysis system using Python, Tweepy, and NLP libraries (NLTK, Spacy) to classify tweets or comments.","1. What is sentiment analysis?; 2. How do you collect social media data using APIs?; 3. What are the challenges in sentiment classification?; 4. How do you handle emojis and special characters in NLP?; 5. What is the role of tokenization in NLP?; 6. How do you evaluate sentiment models?; 7. What is the difference between TF-IDF and Bag of Words?; 8. What are common NLP libraries used in sentiment analysis?; 9. What is stemming and lemmatization?; 10. What are stopwords and how do you handle them in sentiment analysis?"
